axis,composite_score,n_total_traits,n_significant_traits,pct_significant_traits,mean_abs_cohen_d,max_abs_cohen_d,mean_exceedance_rate,top_trait,top_direction
assertive,6.849901418618014,50,19,0.38,0.360521127295685,0.9700337492521588,0.4189473684210526,inspirational,+
experiential,6.729161344742959,50,17,0.34,0.3958330202789976,1.1746921477405345,0.35882352941176476,data_driven,+
neurotic,6.602123094525334,50,18,0.36,0.3667846163625186,0.8944539103195527,0.336111111111111,data_driven,+
inspirational,6.5885064021134365,50,18,0.36,0.3660281334507465,0.7336952377318494,0.3733333333333333,data_driven,-
skeptical,6.379901598632703,50,22,0.44,0.2899955272105774,0.4808772339247752,0.27156565656565657,strategic,+
benevolent,6.082338127035914,50,16,0.32,0.38014613293974464,1.089555467943047,0.3106250000000001,data_driven,-
altruistic,5.99150532140868,50,15,0.3,0.399433688093912,1.2932383711932425,0.24733333333333335,data_driven,-
verbose,5.845847819381785,50,18,0.36,0.32476932329898806,0.5838268709648706,0.31839181286549706,verbose,+
sardonic,5.760699078862708,50,15,0.3,0.3840466052575139,1.2492052145410166,0.32266666666666666,data_driven,+
savage,5.5430030396410785,50,16,0.32,0.3464376899775674,0.8378512840261846,0.3786111111111112,data_driven,+
contemporary,5.370593365620764,50,15,0.3,0.35803955770805096,0.7068739569791063,0.3288148148148149,verbose,-
resilient,5.318461661237303,50,15,0.3,0.35456411074915356,0.7301991467226936,0.3893333333333333,data_driven,-
naive,5.266240985589972,50,13,0.26,0.40509546042999783,0.7163996944954242,0.27017094017094023,formal,-
petty,5.193978992645234,50,14,0.28,0.37099849947465957,0.5369186928714553,0.365375939849624,verbose,+
secular,4.88436905416036,50,13,0.26,0.37572069647387385,0.8387126951520821,0.3152226720647773,inspirational,-
hostile,4.85715429128699,50,13,0.26,0.37362725317592227,1.0565216529019692,0.36230769230769233,data_driven,+
optimistic,4.822159373315892,50,14,0.28,0.34443995523684945,0.6044206847769926,0.42222222222222233,optimistic,+
concise,4.812105972248492,50,15,0.3,0.3208070648165661,0.4869776801952523,0.3173333333333333,entertaining,+
progressive,4.586658201765394,50,15,0.3,0.30577721345102626,0.6567255264374379,0.3486666666666667,inspirational,+
avoidant,3.7315128566390685,50,10,0.2,0.3731512856639069,1.1881125460258928,0.21199999999999997,data_driven,+
collectivistic,3.6125504121363057,50,11,0.22,0.32841367383057324,0.4900678775731294,0.29636363636363644,entertaining,-
environmental,3.428205919808249,50,8,0.16,0.4285257399760311,0.7971726200929228,0.21749999999999997,data_driven,-
